,negative,positive,total
pix,0,1,1
pixels,0,1,1
pixie,0,1,1
pixies,0,1,1
pizza,3,14,17
pj,1,1,2
pjs,2,1,3
pjsras,0,1,1
pk,0,1,1
place,19,28,47
placement,1,2,3
placenta,0,1,1
placere,0,1,1
places,3,2,5
placess,1,0,1
plain,2,2,4
plan,9,10,19
plane,5,2,7
planes,1,0,1
planet,0,4,4
planned,4,5,9
planning,2,10,12
plano,1,0,1
plans,9,8,17
plansss,1,0,1
plant,1,2,3
planted,0,1,1
plasma,1,0,1
plastic,2,1,3
plate,2,0,2
platform,0,1,1
plato,0,1,1
play,16,12,28
played,3,7,10
player,0,3,3
playeres,1,0,1
players,0,1,1
playground,1,0,1
playin,0,2,2
playing,28,19,47
playingggg,0,1,1
playlist,1,1,2
playlists,1,0,1
plays,1,2,3
playvideo,0,1,1
pleaaase,0,1,1
pleaase,1,0,1
pleasant,0,3,3
please,50,57,107
pleased,0,3,3
pleaseeee,0,1,1
pleasing,0,2,2
pleasure,1,4,5
pledging,0,1,1
plenty,1,6,7
pllleeeeaaasssseee,0,1,1
pls,6,5,11
plue,0,2,2
plug,0,2,2
plugged,0,1,1
plugin,2,1,3
plugs,0,1,1
plumber,2,0,2
plumbing,1,0,1
plump,0,1,1
plurk,1,5,6
plus,8,11,19
pluto,0,1,1
plz,2,5,7
pm,26,12,38
pmmp,0,2,2
pmt,1,1,2
pneumonia,1,0,1
pnuemonia,1,0,1
po,1,0,1
pobre,1,0,1
pocket,2,0,2
pockets,1,1,2
pod,1,1,2
podcast,0,4,4
podcasting,0,1,1
podcasts,1,5,6
poeple,1,0,1
pogo,0,1,1
point,4,15,19
pointe,2,0,2
pointed,0,1,1
pointless,0,1,1
points,2,6,8
pois,0,1,1
poison,2,0,2
poisoning,2,0,2
poke,1,1,2
pokemon,2,0,2
poker,1,2,3
pokerstars,0,1,1
poland,0,4,4
polarisrentals,0,1,1
pole,2,0,2
poli,1,0,1
police,1,1,2
policies,1,0,1
polish,1,0,1
polishing,0,1,1
polite,0,1,1
political,1,3,4
politician,0,1,1
poll,0,2,2
pollen,1,1,2
pollock,0,1,1
polly,1,0,1
polo,2,0,2
polyester,0,1,1
pomona,1,1,2
pond,2,1,3
pondering,1,0,1
pongo,1,0,1
ponies,1,0,1
ponys,1,0,1
poo,1,0,1
poodle,1,0,1
poof,0,1,1
pooh,1,0,1
pookie,0,1,1
pool,23,2,25
pools,2,0,2
poolside,2,0,2
poool,1,0,1
poooooool,1,0,1
poop,4,1,5
pooped,2,1,3
poor,38,7,45
poorer,0,1,1
poorly,4,1,5
poos,1,0,1
pop,3,5,8
popcorn,2,1,3
popculture,0,1,1
popped,2,0,2
poppin,1,1,2
pops,1,0,1
popular,1,3,4
populating,0,1,1
popup,0,1,1
por,0,1,1
porch,3,0,3
porn,0,1,1
porque,1,0,1
porridge,1,1,2
port,1,0,1
portable,1,1,2
portfolio,1,0,1
portia,0,1,1
portland,0,4,4
portlets,0,1,1
porto,1,1,2
portsmouth,1,0,1
portuguese,1,0,1
pos,2,0,2
pose,1,1,2
posed,1,0,1
posi,1,0,1
posibly,1,0,1
posing,0,1,1
positions,2,0,2
positive,0,7,7
positively,0,1,1
positivity,0,1,1
possess,1,0,1
possessed,1,0,1
possible,4,4,8
possibly,4,7,11
post,15,28,43
postcard,0,1,1
postear,1,0,1
posted,5,12,17
poster,7,0,7
posters,1,0,1
posting,1,6,7
postman,0,1,1
posts,2,4,6
pot,1,3,4
potato,1,3,4
potc,0,1,1
potential,1,0,1
potro,1,0,1
potter,1,2,3
pouco,0,1,1
pound,0,2,2
pounding,2,0,2
pounds,1,2,3
pour,0,2,2
pouring,7,0,7
pours,0,1,1
pout,1,0,1
pouts,0,1,1
pow,0,1,1
powdered,1,0,1
power,8,3,11
powerbook,1,0,1
powercut,1,0,1
powered,0,1,1
powerful,1,2,3
powerless,1,0,1
poynter,0,1,1
ppc,0,2,2
ppl,10,6,16
ppukm,0,1,1
pr,2,1,3
practical,0,1,1
practically,1,1,2
practice,4,2,6
practices,1,0,1
practicing,1,1,2
prague,2,0,2
praiaaaaaaa,1,0,1
prairie,1,0,1
praise,1,1,2
prankster,0,1,1
pray,5,5,10
prayer,2,1,3
prayers,24,1,25
prayin,0,1,1
praying,10,2,12
pre,9,3,12
preachy,1,0,1
precious,0,2,2
precise,0,1,1
preciso,1,0,1
predicitve,0,1,1
predict,0,1,1
predictable,0,1,1
predictions,1,1,2
predlets,0,1,1
preexisting,1,0,1
prefer,1,9,10
prefix,0,1,1
preggogals,1,0,1
pregnancy,0,1,1
pregnant,1,0,1
prejudice,0,1,1
premier,0,1,1
premiere,0,4,4
premium,1,1,2
premonition,1,0,1
prep,0,1,1
preparation,0,2,2
prepare,2,2,4
prepared,0,4,4
preparing,3,3,6
prepping,2,0,2
preps,0,1,1
presale,2,0,2
present,1,3,4
presentation,1,4,5
presentations,0,1,1
presenting,0,1,1
presents,1,0,1
president,1,1,2
presribed,1,0,1
press,1,4,5
pressed,1,0,1
pressies,0,1,1
pressure,2,2,4
pressured,0,1,1
pretend,2,1,3
pretoria,0,1,1
prettiest,1,0,1
prettty,1,0,1
pretty,22,47,69
pretzels,0,1,1
preview,0,1,1
previews,0,1,1
previous,1,1,2
previously,0,2,2
prezbo,1,0,1
prezijes,0,1,1
pri,0,1,1
price,2,3,5
priced,1,0,1
priceless,0,1,1
prices,2,2,4
pricing,0,1,1
prick,0,1,1
prics,1,0,1
prictices,0,1,1
pride,2,1,3
priests,0,1,1
prigg,0,1,1
prilzezitosti,0,1,1
prima,1,0,1
primary,2,0,2
prime,1,1,2
primeval,1,0,1
primrose,0,1,1
prince,0,4,4
princes,1,0,1
princess,0,1,1
principal,0,1,1
principales,0,1,1
principle,0,1,1
print,2,5,7
printed,1,0,1
printer,2,0,2
printhead,1,0,1
printing,2,2,4
priority,1,0,1
prison,2,0,2
pristine,0,1,1
privacy,0,1,1
private,3,0,3
privilege,0,1,1
prize,1,0,1
pro,2,13,15
prob,3,4,7
probably,19,19,38
problem,10,18,28
problems,7,5,12
probly,1,0,1
probs,2,2,4
probz,0,1,1
procedure,1,0,1
proceed,0,1,1
process,4,5,9
processing,1,0,1
procrastinating,2,0,2
prodigy,0,2,2
produce,0,1,1
produced,0,1,1
producers,1,1,2
produces,0,1,1
producing,0,1,1
product,1,2,3
production,1,2,3
productive,4,4,8
products,2,3,5
profession,1,0,1
professional,2,2,4
professor,0,1,1
professors,1,1,2
proffesional,1,0,1
profile,3,5,8
profits,0,1,1
program,2,4,6
programme,1,0,1
programmers,1,1,2
programs,0,1,1
progress,0,5,5
progressing,1,2,3
prohibited,0,1,1
prohibitive,0,1,1
project,4,9,13
projectors,1,0,1
prolly,1,2,3
prom,8,1,9
promese,1,0,1
promise,4,6,10
promised,1,1,2
promisin,0,1,1
promising,1,2,3
promo,0,1,1
promos,1,0,1
promote,0,2,2
promoted,0,1,1
promotes,0,1,1
promoting,1,0,1
promotion,1,0,1
promptings,0,1,1
proms,1,0,1
pron,1,0,1
pronto,1,1,2
proofing,0,1,1
prop,1,0,1
proper,4,0,4
properly,3,3,6
proposal,3,0,3
proposed,2,0,2
props,0,2,2
proscout,1,0,1
prospect,1,0,1
protect,1,0,1
protection,1,1,2
protestant,0,1,1
prototype,1,0,1
proud,1,10,11
prov,1,0,1
prove,1,1,2
proved,0,1,1
proves,0,2,2
provided,0,1,1
providing,0,1,1
provincial,1,0,1
proxy,1,0,1
prying,1,0,1
ps,4,3,7
psfk,0,1,1
psguard,0,1,1
pshh,1,0,1
psn,1,0,1
psp,2,3,5
psquared,0,1,1
pssh,0,1,1
pst,1,0,1
psych,0,1,1
psycho,0,1,1
psychobilly,0,1,1
psychologists,1,0,1
pting,1,0,1
pto,1,0,1
pub,3,2,5
public,5,5,10
publicist,0,1,1
publicwhip,0,1,1
publish,0,1,1
published,0,2,2
publishing,1,0,1
publix,1,0,1
puchita,1,0,1
puchong,2,0,2
pucker,0,1,1
puddin,1,0,1
pudding,4,0,4
puddles,1,0,1
puds,0,1,1
puff,1,1,2
puffs,0,1,1
pug,0,2,2
puke,3,0,3
puked,2,0,2
pukkelpop,0,1,1
pull,2,2,4
pulled,5,2,7
pullin,0,1,1
pulling,0,1,1
pump,1,0,1
pumped,2,1,3
pumping,0,1,1
pumpkin,1,0,1
pun,0,2,2
punch,0,2,2
punches,0,1,1
punishing,0,1,1
punjabi,0,1,1
punk,0,1,1
pupil,0,1,1
pupils,1,0,1
puppies,1,2,3
puppy,3,5,8
pups,1,1,2
purchase,1,0,1
purchased,1,0,1
purdiness,0,1,1
purdue,0,1,1
pure,2,6,8
purely,1,0,1
purple,6,2,8
purplebear,1,0,1
purse,1,0,1
purses,0,1,1
push,0,3,3
pushing,2,1,3
pussy,0,1,1
put,29,34,63
puter,1,0,1
puts,0,2,2
putt,2,0,2
putting,4,10,14
puurrrcausa,1,0,1
puzzled,0,1,1
pw,1,0,1
px,0,1,1
pyt,0,1,1
python,0,1,1
qcsdv,0,1,1
qik,1,0,1
qku,0,1,1
qld,0,1,1
qo,1,0,1
qoh,1,0,1
qoosfr,0,1,1
qoutes,0,1,1
quad,0,1,1
quadruple,1,0,1
qualities,0,1,1
quality,2,7,9
quantity,0,2,2
quarantined,1,0,1
quarter,1,0,1
quartet,1,0,1
quasi,0,1,1
que,3,0,3
queden,0,1,1
queen,1,2,3
queezy,1,0,1
queries,0,1,1
question,4,15,19
questions,3,3,6
queued,1,0,1
quick,5,11,16
quickly,0,2,2
quid,1,0,1
quiet,7,3,10
quilt,0,2,2
quilting,1,0,1
quilts,1,0,1
quinn,0,2,2
quintessential,1,0,1
quirky,0,1,1
quit,0,1,1
quite,15,24,39
quitting,1,0,1
quiz,3,1,4
quizez,1,0,1
quizmania,1,0,1
quizzes,1,0,1
qullie,0,1,1
quota,1,0,1
quotation,0,1,1
quotations,0,1,1
quote,1,7,8
quoted,0,2,2
quotes,0,6,6
rabbid,0,1,1
rabbit,0,1,1
rabbits,0,1,1
race,3,3,6
races,0,1,1
rachel,2,1,3
racing,0,1,1
racist,2,0,2
rack,0,1,1
racks,0,1,1
rad,0,1,1
radar,1,0,1
radford,1,1,2
radiation,0,1,1
radin,1,0,1
radio,8,11,19
radiographic,0,1,1
rae,1,1,2
raf,0,1,1
rafters,0,1,1
raging,1,0,1
rah,1,0,1
raha,1,0,1
raid,1,0,1
raideil,0,1,1
railroad,0,1,1
rain,41,10,51
rainbow,0,1,1
rained,2,0,2
raining,21,3,24
rainny,1,0,1
rains,0,1,1
rainy,2,1,3
raise,0,1,1
raiser,2,0,2
raisin,0,1,1
ram,2,2,4
ramadhan,1,0,1
ramblings,0,1,1
ramdomthoughts,0,1,1
ramming,1,0,1
ran,4,3,7
ranch,0,1,1
random,5,16,21
randomly,1,1,2
randomthoughts,0,1,1
rang,0,1,1
range,0,1,1
ranger,0,1,1
rank,1,0,1
rant,0,2,2
rap,0,1,1
rape,1,0,1
raped,0,1,1
rapids,1,0,1
rapidshare,1,0,1
raping,1,0,1
rappin,1,0,1
rarely,1,0,1
rashmi,0,1,1
raspberries,2,0,2
raspberry,1,2,3
rat,1,0,1
rate,1,2,3
rated,1,0,1
rates,0,1,1
rather,5,11,16
rating,1,0,1
ratings,1,0,1
rats,1,0,1
raus,0,2,2
ravin,0,1,1
ravioli,1,0,1
raw,0,3,3
rawr,0,2,2
ray,2,1,3
raya,1,0,1
raynin,1,0,1
rays,1,1,2
razorblade,0,1,1
rb,1,1,2
rc,2,0,2
rd,4,5,9
rdp,0,1,1
re,61,154,215
reach,2,3,5
reached,1,1,2
reaching,0,1,1
reaction,1,0,1
read,32,39,71
reader,1,1,2
readers,1,0,1
reading,9,24,33
readings,0,2,2
readjustment,0,1,1
reads,0,2,2
ready,35,35,70
real,26,28,54
realeasing,1,0,1
realise,2,1,3
realised,2,3,5
reality,1,4,5
realize,4,4,8
realized,12,2,14
realizes,2,0,2
realllllyyy,1,0,1
reallly,1,0,1
realllyy,0,1,1
really,170,111,281
reallyyy,0,2,2
realmente,0,1,1
reals,1,1,2
realy,2,0,2
reason,17,9,26
reasonable,0,3,3
reasoning,1,1,2
reasons,2,0,2
reba,0,1,1
rebecca,1,1,2
reboot,2,0,2
rebuild,0,1,1
rec,1,0,1
reccomend,0,1,1
receive,2,1,3
received,2,3,5
receiving,1,1,2
recent,2,1,3
recently,6,3,9
reception,2,1,3
recess,1,0,1
recession,2,1,3
recipe,0,1,1
recital,1,0,1
recited,0,1,1
reciting,0,1,1
reckon,0,2,2
reclaimed,0,1,1
recognised,0,1,1
recognized,0,2,2
recoil,0,1,1
recommend,0,3,3
recommendation,2,0,2
recommendations,1,1,2
recommended,1,1,2
reconsider,1,0,1
record,1,6,7
recorded,2,3,5
recording,1,5,6
recordings,0,1,1
recover,1,2,3
recovering,0,2,2
recovery,2,2,4
recs,0,2,2
recurring,1,0,1
recyclables,1,0,1
recycling,0,1,1
red,14,25,39
redbull,0,2,2
redeem,1,0,1
redesign,0,1,1
redmond,2,0,2
redsox,0,1,1
reduce,0,1,1
reeeal,0,1,1
reel,1,0,1
reeses,0,1,1
refactoring,0,1,1
reference,1,2,3
references,0,2,2
referencing,1,0,1
referrals,0,1,1
referring,2,3,5
reflect,1,0,1
reflecting,0,1,1
reflection,0,2,2
reflections,0,1,1
refreshed,0,1,1
refreshing,1,2,3
refuel,1,0,1
refuses,2,0,2
regarded,0,1,1
regarding,2,1,3
regaring,0,1,1
reggae,1,0,1
region,1,0,1
regional,1,0,1
register,1,2,3
registered,1,0,1
registration,0,1,1
regress,1,0,1
regret,3,3,6
regretting,1,0,1
reguards,0,1,1
regular,3,3,6
regularly,0,1,1
rehearsal,0,1,1
rehydrate,0,1,1
reinstall,2,0,2
reisinger,1,0,1
rejections,0,1,1
rekids,1,0,1
relate,0,2,2
related,0,3,3
relations,0,1,1
relationship,1,1,2
relatives,1,0,1
relax,1,2,3
relaxed,0,1,1
relaxing,2,4,6
relay,1,0,1
release,3,3,6
released,2,2,4
releases,1,0,1
releasing,1,0,1
relegated,1,0,1
reli,1,0,1
reliance,0,1,1
relieve,1,0,1
relieved,0,1,1
religion,0,2,2
religious,1,0,1
relive,0,1,1
relli,1,0,1
relocation,0,1,1
reluctant,0,1,1
remaining,2,2,4
remarry,1,0,1
remedy,0,2,2
remember,26,26,52
remembered,6,3,9
remembering,2,1,3
remind,0,2,2
reminded,0,1,1
reminder,0,2,2
reminding,0,1,1
reminds,3,3,6
reminiscing,1,0,1
remixes,0,1,1
remodeling,0,1,1
remote,1,1,2
remotely,1,0,1
remove,1,0,1
removed,2,1,3
removing,0,1,1
ren,1,0,1
renata,0,2,2
rendang,0,1,1
render,1,0,1
rendering,5,0,5
rendition,0,1,1
renegade,1,0,1
renew,2,0,2
renewal,1,0,1
renovate,0,1,1
renovated,1,0,1
renren,1,0,1
rent,0,1,1
rental,1,0,1
reopen,1,0,1
rep,1,0,1
repair,3,0,3
repairs,0,2,2
repeat,1,4,5
repeated,0,1,1
repeating,0,1,1
replace,0,1,1
replaced,3,0,3
replacement,1,1,2
replacing,1,0,1
replay,0,1,1
replied,1,5,6
replies,4,0,4
reply,14,25,39
replying,0,2,2
report,5,3,8
reported,3,0,3
reporter,0,1,1
reporting,1,1,2
reports,3,0,3
repost,1,0,1
reppin,0,1,1
represent,0,1,1
representative,1,0,1
reprise,0,1,1
reprot,1,0,1
reps,0,1,1
republic,1,0,1
republican,1,0,1
req,1,0,1
reqs,0,1,1
request,0,1,1
requested,0,1,1
required,1,1,2
requirement,0,1,1
requires,1,0,1
requisites,1,0,1
rerun,0,2,2
reschedule,3,0,3
rescue,0,3,3
rescued,0,2,2
research,2,8,10
researching,1,2,3
reseller,0,1,1
resend,0,1,1
reserve,1,2,3
reset,1,1,2
resharper,0,1,1
resident,1,0,1
resign,0,1,1
resist,3,1,4
resit,1,0,1
resnice,0,1,1
resolution,0,1,1
resolver,1,0,1
reson,1,0,1
respect,1,3,4
respectable,0,1,1
respiratory,1,0,1
respond,0,1,1
responded,2,3,5
responds,1,0,1
response,0,3,3
responsibilities,1,2,3
responsibility,1,0,1
responsible,0,1,1
rest,81,20,101
restart,1,0,1
restarting,2,0,2
restaurant,1,3,4
restful,0,1,1
resting,2,0,2
restless,1,0,1
restore,2,0,2
restored,0,1,1
result,1,4,5
results,4,4,8
resume,0,1,1
resumed,0,1,1
retail,2,1,3
retailer,0,1,1
retained,0,1,1
retarded,1,1,2
retired,1,0,1
retirement,1,0,1
retiring,1,0,1
retract,0,1,1
retreat,1,0,1
retro,0,1,1
return,8,2,10
returned,0,1,1
returns,0,3,3
retweet,0,7,7
retweeting,3,0,3
reunion,0,2,2
reuters,1,0,1
rev,0,2,2
reva,0,1,1
revamp,1,0,1
reveal,0,1,1
reverse,1,0,1
review,1,2,3
reviews,2,0,2
revision,0,1,1
revolt,1,1,2
revolution,1,1,2
revolves,0,1,1
rewrite,1,0,1
rex,1,0,1
rhian,0,1,1
rhymes,0,1,1
ri,1,0,1
ria,0,1,1
riaa,1,0,1
rib,1,0,1
ribbon,0,1,1
ribeana,0,1,1
ribs,1,0,1
ricardo,1,0,1
rice,1,1,2
rich,0,4,4
richard,1,1,2
richards,1,0,1
richardson,0,1,1
riche,0,1,1
richer,0,1,1
richie,0,1,1
rick,0,2,2
rickp,1,0,1
rickshaw,0,1,1
rid,3,2,5
ride,8,7,15
rider,0,1,1
riders,1,0,1
rides,0,2,2
ridiculous,2,1,3
ridiculously,2,1,3
riding,5,1,6
riedel,0,1,1
right,80,69,149
riley,0,2,2
rims,1,0,1
ring,5,3,8
ringcon,1,0,1
ringing,2,0,2
rings,2,0,2
ringtone,0,1,1
rip,137,1,138
ripe,0,1,1
ripfarrahfawcett,1,0,1
ripped,1,0,1
rise,0,1,1
rising,0,1,1
risk,0,2,2
risks,0,1,1
risky,1,0,1
ritcheys,0,1,1
rite,3,1,4
rites,2,0,2
ritter,1,0,1
rival,1,0,1
river,3,1,4
riverwalk,1,0,1
riveting,0,2,2
rlly,1,1,2
rm,2,1,3
rmb,1,0,1
rnd,1,0,1
ro,0,1,1
roach,1,0,1
road,7,7,14
roadkill,1,0,1
roadtrip,1,2,3
roaming,1,0,1
roar,0,1,1
roasted,0,1,1
rob,1,4,5
robbed,1,0,1
robbery,1,0,1
robert,2,1,3
robin,1,2,3
robinson,0,1,1
robot,1,0,1
robotic,1,0,1
robots,1,1,2
rock,6,21,27
rockband,1,0,1
rocked,0,2,2
rocketriot,1,0,1
rockies,1,0,1
rockin,0,3,3
rocking,1,5,6
rocks,3,8,11
rockstar,0,1,1
rockstars,0,1,1
rocky,0,1,1
rod,0,2,2
rode,0,1,1
rodeo,2,0,2
rodneys,0,1,1
rofl,0,3,3
rofled,0,1,1
roflmao,0,1,1
roger,0,1,1
rogue,0,1,1
rolando,1,0,1
role,2,4,6
roll,2,7,9
rollan,1,0,1
rolled,1,1,2
rollercoasters,1,0,1
rolll,0,1,1
rolls,1,3,4
romance,0,2,2
romanian,0,1,1
romantic,1,2,3
rome,0,1,1
romm,0,1,1
rompers,0,2,2
romulan,1,0,1
ron,0,2,2
roof,0,1,1
rooftop,1,0,1
room,19,24,43
roomie,1,0,1
roommate,0,1,1
rooms,0,1,1
root,1,1,2
rootin,0,1,1
roots,0,1,1
ropes,1,0,1
ror,0,1,1
rosa,1,0,1
rosauro,0,1,1
rose,0,3,3
rosie,1,0,1
ross,0,1,1
rossi,0,1,1
rotation,1,0,1
rotf,1,0,1
roubaix,0,1,1
rough,3,3,6
roughly,1,0,1
round,2,2,4
rounds,0,1,1
rourke,0,1,1
route,0,2,2
routes,0,1,1
routine,0,1,1
rovio,0,1,1
row,4,2,6
rowland,1,0,1
rowr,0,1,1
roxx,0,1,1
roxy,0,1,1
royal,0,1,1
royice,1,0,1
royksopp,0,1,1
rrrrrr,0,1,1
rry,0,1,1
rs,0,1,1
rss,0,1,1
rt,3,0,3
rtr,0,1,1
ru,0,1,1
rubber,1,0,1
rubbin,1,0,1
rubbing,2,0,2
rubbish,6,2,8
rubins,0,1,1
ruby,0,2,2
rudd,0,3,3
ruddy,1,0,1
rude,3,2,5
rudely,1,0,1
rue,1,0,1
rug,2,1,3
ruin,2,0,2
ruined,6,0,6
ruining,1,1,2
ruins,1,0,1
rule,2,2,4
rules,1,1,2
rulesss,0,1,1
rum,0,2,2
rumah,0,1,1
rumors,1,0,1
run,16,20,36
runaway,1,0,1
rundown,1,1,2
runkeeper,1,0,1
runner,1,0,1
runnin,0,1,1
running,8,10,18
runs,3,3,6
runy,0,1,1
rupaul,0,1,1
rupee,0,1,1
rupert,0,1,1
rush,1,1,2
rushing,2,1,3
rushworth,0,1,1
russ,0,1,1
russel,0,1,1
russell,0,1,1
russian,1,2,3
russianrullet,0,1,1
russians,1,0,1
russin,1,0,1
rusted,0,1,1
rva,1,0,1
rwa,1,0,1
ry,1,0,1
ryan,18,4,22
ryanodonnell,0,1,1
ryanrossfanz,0,1,1
ryans,1,0,1
rye,0,1,1
ryt,0,1,1
sa,0,4,4
saad,1,0,1
sac,0,1,1
sacramento,1,0,1
sad,375,9,384
saddened,8,0,8
saddens,4,0,4
sadder,1,0,1
saddest,8,0,8
saddle,0,2,2
saddness,1,0,1
sadened,1,0,1
sadface,1,0,1
sadist,1,0,1
sadistic,0,1,1
sadly,18,1,19
sadness,4,1,5
safari,2,0,2
safe,4,8,12
safely,1,0,1
safety,0,1,1
saga,1,0,1
sage,1,0,1
saget,0,1,1
said,32,19,51
sainsburys,0,1,1
saint,0,1,1
salad,2,5,7
salam,0,1,1
salary,0,1,1
sale,1,1,2
sales,2,4,6
salespeople,0,1,1
salesy,0,1,1
salinger,1,0,1
salman,0,1,1
salsa,0,2,2
salt,0,2,2
saltash,1,0,1
salty,0,2,2
sam,3,9,12
sama,0,1,1
samaaa,1,0,1
samantha,1,0,1
same,38,30,68
sami,0,1,1
samir,0,1,1
sammie,0,1,1
sammy,1,0,1
samosas,0,1,1
sample,0,2,2
samples,1,0,1
san,3,7,10
sana,0,1,1
sancha,0,1,1
sanchez,1,0,1
sand,0,1,1
sandman,1,0,1
sandra,0,1,1
sandwhich,0,1,1
sandwich,3,2,5
sandwiched,0,1,1
sandwiches,1,1,2
sanford,1,0,1
sang,1,0,1
santa,0,1,1
santiagos,1,0,1
sanu,0,1,1
sao,1,0,1
sappose,1,0,1
sappy,0,1,1
sara,1,1,2
sarah,1,2,3
sarapan,0,1,1
sarcasm,1,4,5
sarcasmagorical,0,1,1
sarri,0,1,1
sasha,2,0,2
saskatchewan,1,0,1
sat,9,3,12
satch,0,1,1
saturated,1,0,1
saturdaayyy,1,0,1
saturday,18,7,25
sauce,1,1,2
sauna,1,0,1
saurus,0,1,1
sausages,0,1,1
savannahxo,1,0,1
save,7,7,14
saved,1,2,3
saving,1,3,4
savings,3,0,3
saw,40,34,74
sawdust,1,0,1
sawww,0,1,1
sax,0,1,1
saxon,3,0,3
say,57,69,126
sayhaitojen,1,0,1
sayin,0,3,3
saying,10,10,20
says,17,13,30
sayy,1,0,1
sb,1,0,1
sc,1,1,2
scabs,1,0,1
scam,0,1,1
scampered,1,0,1
scan,1,0,1
scandalously,0,1,1
scanners,0,1,1
scanning,0,1,1
scare,1,0,1
scared,10,5,15
scareded,1,0,1
scares,3,0,3
scarf,0,2,2
scariest,1,0,1
scarlett,1,0,1
scary,2,3,5
scaryyy,0,1,1
scee,1,0,1
scenarios,0,1,1
scene,1,2,3
scenery,0,2,2
scenes,1,0,1
scentsational,0,1,1
schade,1,0,1
sched,1,0,1
schedule,5,1,6
schedules,1,0,1
scheme,1,0,1
scheming,0,1,1
schindler,0,1,1
schlimmes,1,0,1
schmeer,1,0,1
scholarly,0,1,1
school,66,29,95
schools,2,1,3
sci,1,2,3
science,2,3,5
scientific,0,1,1
scissor,1,0,1
scissors,1,0,1
scoble,0,2,2
scones,0,2,2
scooby,0,1,1
scope,0,1,1
scorching,3,0,3
score,0,1,1
scored,0,2,2
scores,3,1,4
scotch,0,2,2
scotland,0,2,2
scott,1,3,4
scottish,0,1,1
scowls,0,1,1
scrapbooking,0,1,1
scratch,4,0,4
scratched,2,0,2
scream,1,2,3
screaming,2,1,3
screams,1,0,1
screen,0,6,6
screencaps,0,1,1
screw,3,0,3
screwed,6,0,6
screwing,1,1,2
screwup,1,0,1
scribes,0,1,1
script,0,3,3
scripture,0,1,1
scrooge,1,0,1
scrounge,0,1,1
scrub,1,0,1
sculls,1,0,1
scum,0,1,1
scummy,0,1,1
scuttle,0,1,1
sd,0,1,1
sdnevent,1,0,1
se,2,4,6
sea,2,2,4
seahorse,0,1,1
seal,0,1,1
seals,1,0,1
seamonkey,1,0,1
sean,1,1,2
search,4,6,10
searches,0,1,1
searching,1,3,4
seas,0,1,1
season,19,13,32
seasoning,0,1,1
seasonnnnnn,0,1,1
seasons,0,1,1
seat,2,3,5
seater,1,0,1
seating,1,0,1
seats,2,0,2
seattle,1,2,3
seaweed,0,1,1
seb,0,1,1
sebastian,1,0,1
sec,1,1,2
second,10,9,19
secondment,0,1,1
seconds,1,0,1
secret,2,3,5
secretary,0,1,1
secretly,1,0,1
secs,1,1,2
section,2,1,3
secure,1,1,2
security,3,1,4
sedang,1,0,1
seddon,0,1,1
see,107,150,257
seed,0,1,1
seeds,2,0,2
seeeehr,1,0,1
seeeerious,1,0,1
seegg,0,1,1
seeing,8,13,21
seek,1,2,3
seekers,0,1,1
seem,18,6,24
seemed,3,3,6
seemingly,0,1,1
seems,14,18,32
seen,26,13,39
seeped,1,0,1
seesmic,1,0,1
seeya,0,1,1
sehr,0,1,1
seizing,1,0,1
sel,0,1,1
selection,0,1,1
selena,0,1,1
self,7,9,16
selinux,0,1,1
sell,5,4,9
sem,0,1,1
semester,0,2,2
semi,1,0,1
seminar,1,0,1
semms,1,0,1
senate,1,0,1
sence,0,1,1
send,22,17,39
sending,6,4,10
sends,1,0,1
seng,1,0,1
senior,1,1,2
sennen,0,1,1
sennheiser,1,1,2
sense,4,7,11
sensitive,1,0,1
sensor,1,0,1
sent,4,12,16
senter,1,0,1
separately,1,0,1
separators,1,0,1
seperate,1,0,1
sept,2,1,3
september,3,2,5
sequel,0,3,3
sequels,0,2,2
serendipity,0,2,2
serenity,1,0,1
serge,0,2,2
serial,1,0,1
series,3,12,15
serious,7,10,17
seriously,11,15,26
sermon,0,1,1
sermone,0,1,1
serranos,1,0,1
serve,1,0,1
server,5,3,8
servers,1,3,4
service,5,6,11
serving,0,2,2
sesh,1,0,1
session,4,8,12
sessions,1,1,2
set,15,19,34
sets,1,0,1
setting,1,2,3
settings,0,2,2
settle,1,1,2
settlers,0,1,1
settles,1,0,1
settlewrs,1,0,1
setup,0,2,2
seven,0,1,1
sever,1,0,1
several,2,1,3
severe,1,0,1
severin,1,0,1
sew,0,1,1
sewed,0,1,1
sewing,0,2,2
sex,2,2,4
sexiest,0,1,1
sexiicon,1,0,1
sexxy,0,1,1
sexy,2,7,9
sexyback,1,0,1
sezdawg,0,1,1
sf,2,4,6
sh,1,0,1
shachar,1,0,1
shadow,0,2,2
shadows,0,2,2
shafi,0,1,1
shag,0,1,1
shaggy,2,0,2
shah,1,1,2
shake,1,2,3
shakey,1,0,1
shaky,1,0,1
shall,5,11,16
sham,1,0,1
shame,18,2,20
shameless,1,0,1
shammond,0,1,1
shan,1,1,2
shana,1,0,1
shandy,0,1,1
shandys,0,1,1
shaney,0,2,2
shangri,1,0,1
shannon,1,0,1
shape,1,4,5
shaped,0,1,1
shaq,7,1,8
sharabi,0,1,1
sharapova,2,0,2
share,3,11,14
shared,1,1,2
sharepoint,2,0,2
shares,1,1,2
sharing,3,7,10
shark,1,1,2
sharks,0,1,1
sharons,1,0,1
