text,target
i m up quite err early my colleague i are off for outfit hunting need some new gowns gonna leave my big babies sleeping,4
agghhhh looosing my mind,4
amazing night in dallas with my advanced tv production class happy birhtday sam,4
ugh allergies are killing me tonight this house is driving me crazy you and i should just run off and live in a bubble together yes,4
casting director called me today she s wicked excited is presenting us to the producers i ll let you know when i know,4
i hope so too more movies where we get to see his lil gilles again hopefully,1
just gott homeee sawww the haunting off conetticuttt haha scaryyy going to florida on thursdayyy,4
glad to see my household problems entertain you,1
hope you had fun,4
is home hmmm how lovely to be in degree weather,4
then i ll you a vancooooooover shout out to your new personal account,4
yeah right just hang out with the cast and accidentally have alex fall in love with you too right,4
there s always something good happening in our lives we just have to open our eyes and take time to realize,4
broke ya record and i got witness it yaaaay,4
holler boooooo haha i founnndddd you,4
hey hey,4
great to see you following us as well,4
i live in sweeeeden it s so boring here,4
it s only am here i m just on my way to bed lol weird hope you have a good morning,4
writersblock me too thought i was going to bed but had to reply to jon donnie,4
just bought a car yay for me,1
heydemi whats up haha i just wanted to say i love you music and your a really talented person love to hear from you,4
lol that s ok yeah we did he s looking forward to thursday since we re going around for visita iglesia churches,4
omg have to load up the ipod off to fresno tomorrow i need to stay entertained leaving at am urrrggg,4
that would be why laughed at me when i told him my username has caca in it lol,4
tune hotels has opened bookings for brand new rooms in its upcoming new hotels in kuching,4
thanks,4
and by the way thanks for helping me define that better,4
try it and see it s all trial and error,1
sweet thank you,4
and p s i m getting paid to boss my sister around,4
yess twittering from my phone again,1
still its fun to go out there im jealous you were at wrigley field though i might have to go out there this summer,4
jessica yes i m going to kenya in august for days w tumaini international loving on cute aids orphans so excited,4
that s nicki our monday night drag queen,4
sorry no credit switched jose for xavier,4
i love that aussie cattle dog story,4
way to pick a winner,1
called my hunnybunny and i miss her already night lova,4
granular synth tutorial cute oh and very informative too,4
followers that is exciting,4
e wog haha i dunno about the gay i read it more in a strong bad voice,4
trying out the new riedel glasses,4
i am beginning to think that you are now finally twiverted,4
hungry hungry hungry hungry starvin like marvin only he isn t starvin anymore i just fed him his nightly fish food,4
my lovely man is cooking me dinner and then we re going for a walk,1
if more than one lady agrees to attend with with you then i am fine with it,4
i m getting ready to drink tea emma s gonna eat some rice meal,4
you make me smile,4
your avatar is teh purdiness,4
totally know what u mean this late night stuff has been my detriment years lol society is discriminatory toward night ppl,4
survived the night time gherkins heads swimming with ideas this morning only a few of them are actually workable time to get busy,4
i m on brookes computer on piczo and twitter watching viva la bam luv it its am and still in my skinny jeans,4
yep i saw him in february and i get to see on may th looking forward to seeing him again,1
check it out my page subcribe updating soon,4
really hungry so i grabbed some ice cream from the freeze,4
i m new and lost,1
that is very sweet of you to say,4
i can t wait to read that,4
my pinky toe has been broken for months i should be concerned,4
goodnight everyone,4
i loved today,4
nessun realmente i guess no davvvero is what you mean,4
i noticed a lot of apple product placement tonight hhrs,4
class surprised me with a bday cake in lit class best bday surprise in a loooooonnnng while,4
did it just begin to reveal the true nature of the company,4
lol freak session wit ya wifey eh hah,4
yes i ve met many a good one the last one just kinda sucked,4
yeah guys i will totally bring dublin to the party he would love the company,4
noches twitterricolsss,4
now i get to take ash to and from school mornings will be crazy but my kiddos will love it,4
thank you,4
too much playing wii la dont bluff,4
but of course bud,4
ok thank you for the modivation,4
i promise i am so tired today i think it ll be an early one for me too tis pm i m stuffed blib,4
like the ones i have now but am willing to look at other ones,4
having a marathon now,4
i wish i was as cool as you,4
is sitting around wondering what s next,4
sweet new episode of cagcast thnx cheapy,4
boredum can be well boring lol still figuring out twitter hi mitchel lol sorry im bugging you but i only have peeps so far,4
so sleepy good times tonight though,4
my kids get up and wish you a good morning they don t know what time it is in america,1
color it purple,4
knight lmao thanks lee xd would u like to join in our craziness as well lolol rofl come join we don t bite not hard anyway,4
back in ky,4
i saw u were on and i just wanted to say hi u r an amazin person an inspiration thank you so much i hope i can meet u day,1
